URL	Nom	Type	Rank	Location	Number of Comments	Note	Téléphone
https://www.tripadvisor.fr/Attraction_Review-g187225-d19932590-Reviews-Promenades_en_mer_Sea_You_Sun-Frejus_French_Riviera_Cote_d_Azur_Provence_Alpes_C.html	Promenades en mer Sea You Sun	Circuits en hors-bord, Locations de bateaux, Croisières, Plus	Nº 1 sur 23 Visites guidées à Fréjus	Fréjus, France	69 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g677532-d12003577-Reviews-Secret_River-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Secret River	Kayak et canoë, Excursions d'une journée, Circuits extrêmes, Plus	Nº 1 sur 33 Visites guidées à Castellane	Castellane, France	390 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g677532-d8069600-Reviews-Ride_The_Verdon-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Ride The Verdon	Rafting et tubing, Circuits extrêmes, Kayak et canoë, Plus	Nº 2 sur 33 Visites guidées à Castellane	Castellane, France	558 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g635830-d10172697-Reviews-MoovBike-Les_Adrets_de_l_Esterel_Var_Provence_Alpes_Cote_d_Azur.html	MoovBike	Locations de matériel	Nº 1 sur 1 choses à voir/à faire à Les Adrets-de-l'Esterel	83600 Les Adrets-de-l'Esterel France	387 avis	5	+33 6 51 22 66 34
https://www.tripadvisor.fr/Attraction_Review-g677532-d10259088-Reviews-Haute_Provence_Outdoor-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_.html	Haute Provence Outdoor	Descentes en rappel et canyoning, Rafting et tubing, Sentiers tout terrain et VTT, Plus	Nº 1 sur 3 Espaces verts et parcs à Castellane	Castellane, France	371 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g2407689-d12550594-Reviews-Hautes_Alpes_Canyoning_Aquaticale-Bayons_Alpes_de_Haute_Provence_Provence_Alpes.html	Hautes Alpes Canyoning	Descentes en rappel et canyoning	Nº 1 sur 1 choses à voir/à faire à Bayons	Bayons, France	167 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187241-d16742722-Reviews-Promenades_en_mer_Sea_You_Sun-Saint_Raphael_French_Riviera_Cote_d_Azur_Provence_.html	Promenades en mer Sea You Sun	Excursions d'une journée, Circuits en hors-bord, Visites libres et locations, Plus	Nº 1 sur 31 Excursions en bateau et sports nautiques à Saint-Raphaël	Saint-Raphaël, France	210 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g187241-d8070167-Reviews-TakSea-Saint_Raphael_French_Riviera_Cote_d_Azur_Provence_Alpes_Cote_d_Azur.html	TakSea	Excursions d'une journée, Circuits en hors-bord, Observation de baleines et de dauphins, Plus	Nº 2 sur 34 Visites guidées à Saint-Raphaël	Saint-Raphaël, France	744 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g677532-d3454269-Reviews-Raft_Session-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Raft Session	Descentes en rappel et canyoning, Kayak et canoë, Rafting et tubing	Nº 4 sur 33 Visites guidées à Castellane	Castellane, France	243 avis	5.0	
https://www.tripadvisor.fr/Attraction_Review-g677532-d12587839-Reviews-Raoul_Rafting-Castellane_Alpes_de_Haute_Provence_Provence_Alpes_Cote_d_Azur.html	Raoul Rafting	Kayak et canoë, Sports nautiques, Descentes en rappel et canyoning, Plus	Nº 5 sur 33 Visites guidées à Castellane	Castellane, France	133 avis	5.0	
